dataid,local_10min,cleaning_systemC,cooling_systemC,lightning_system,milk_pumpC,vacuum_pumpC,osmoseF,coldroomF,water_pumpF,cooling_system_R,RO1,RO2,vacuum_pump1,vacuum_pump2,lightning_system_R
3,8/6/2022 16:40,,,,,,,,,0.2916208,0.2217348,0.1895695,0.4700292,0.4797246,-0.005488
3,8/6/2022 16:50,,,,,,,,,4.6482343,0.2017662,0.1922421,0.4844905,0.476423,-0.002084
3,8/6/2022 17:00,,,,,,,,,4.3638529,0.2532859,0.2548867,0.4790615,0.4963244,-0.0021958
3,8/6/2022 17:10,,,,,,,,,4.3586801,0.2296945,0.0967617,0.4826976,0.4422787,-0.0022121
3,8/6/2022 17:20,,,,,,,,,3.6215353,0.2351169,0.2564645,0.4922545,0.4289142,-0.0020697
3,8/6/2022 17:30,,,,,,,,,0.0227777,0.2263898,0.172117,0.3644849,0.4808456,-0.0017797
3,8/6/2022 17:40,,,,,,,,,0.0204266,0.196017,0.1881057,0.4845191,0.4688557,-0.0016278
3,8/6/2022 17:50,,,,,,,,,0.0283773,0.2091732,0.2936282,0.5027222,0.507236,-0.0018597
3,8/6/2022 18:00,,,,,,,,,0.018636,0.1884128,0.217635,0.4657463,0.4576435,-0.0020077
3,8/6/2022 18:10,,,,,,,,,0.0271658,0.1948654,0.2562284,0.4468441,0.4984795,-0.001603
3,8/6/2022 18:20,,,,,,,,,1.2366238,0.2568845,0.1491344,0.4845799,0.4584621,-0.001907
3,8/6/2022 18:30,,,,,,,,,4.6453916,0.2346233,0.2115877,0.5196999,0.3641867,-0.0019371
3,8/6/2022 18:40,,,,,,,,,4.5894373,0.1548702,0.197579,0.4674803,0.4770235,-0.0020168
3,8/6/2022 18:50,,,,,,,,,4.5835558,0.196533,0.2479715,0.492253,0.4745716,-0.0020949
3,8/6/2022 19:00,,,,,,,,,2.8200421,0.2108638,0.2066326,0.4892508,0.4972973,-0.001848
3,8/6/2022 19:10,,,,,,,,,0.0720282,0.193299,0.2080713,0.4508759,0.4817836,-0.0016498
3,8/6/2022 19:20,,,,,,,,,0.0714127,0.2538303,0.2448187,0.5209602,0.509185,-0.0018504
3,8/6/2022 19:30,,,,,,,,,0.0348218,0.2229216,0.1778136,0.490343,0.473346,-0.0016604
3,8/6/2022 19:40,,,,,,,,,0.0516358,0.2740535,0.2743509,0.5169493,0.4994901,-0.0012946
3,8/6/2022 19:50,,,,,,,,,0.014939,0.2318789,0.192481,0.5040252,0.4647497,-0.0020211
3,8/6/2022 20:00,,,,,,,,,0.4400748,0.2452819,0.2491475,0.4780033,0.5037638,-0.0015209
3,8/6/2022 20:10,,,,,,,,,4.8061391,0.2095587,0.2352741,0.5048769,0.4813639,-0.0021018
3,8/6/2022 20:20,,,,,,,,,4.7013549,0.2245191,0.2114248,0.4435525,0.4828201,-0.001981
3,8/6/2022 20:30,,,,,,,,,5.0224893,0.2404434,0.1996061,0.5280551,0.4239369,-0.0020199
3,8/6/2022 20:40,,,,,,,,,4.7522978,0.2043224,0.2501679,0.4741571,0.4901666,-0.0019169
3,8/6/2022 20:50,,,,,,,,,4.8997184,0.2126729,0.2160894,0.4952469,0.475601,-0.0018444
3,8/6/2022 21:00,,,,,,,,,3.7605185,0.2318728,0.2519585,0.4859964,0.5098906,-0.0018003
3,8/6/2022 21:10,,,,,,,,,0.0145306,0.1898367,0.1783452,0.477606,0.4784456,-0.0017523
3,8/6/2022 21:20,,,,,,,,,0.0339907,0.2173466,0.2605534,0.4626707,0.5043482,-0.001772
3,8/6/2022 21:30,,,,,,,,,0.0277328,0.2277709,0.1638818,0.496867,0.468479,-0.0017451
3,8/6/2022 21:40,,,,,,,,,0.0216668,0.2638512,0.1617469,0.5095112,0.4541538,-0.0019228
3,8/6/2022 21:50,,,,,,,,,0.0316917,0.2294482,0.2374188,0.4974368,0.4789161,-0.0017657
3,8/6/2022 22:00,,,,,,,,,0.025715,0.1893371,0.2327719,0.4711115,0.4938353,-0.0017233
3,8/6/2022 22:10,,,,,,,,,1.3120093,0.1899425,0.1425951,0.4132037,0.2639049,-0.0017307
3,8/6/2022 22:20,,,,,,,,,4.8422615,0.2806517,0.2110348,0.5176717,0.4716376,-0.0019815
3,8/6/2022 22:30,,,,,,,,,4.8777685,0.0996744,0.080881,0.1856959,0.0409268,-0.0023209
3,8/6/2022 22:40,,,,,,,,,4.9257903,0.1779841,0.1260728,0.4067308,0.3136187,-0.0019913
3,8/6/2022 22:50,,,,,,,,,4.9983241,0.199732,0.1632447,0.4351745,0.3006805,-0.0022198
3,8/6/2022 23:00,,,,,,,,,0.0231581,0.1894733,0.1282953,0.467875,0.2650697,-0.001775
3,8/6/2022 23:10,,,,,,,,,0.0000221,0.145339,0.2421697,0.8657324,0.5113906,-0.0020043
3,8/6/2022 23:20,,,,,,,,,-0.0000161,0.1306136,0.1493435,0.5382557,0.5037734,-0.0019204
3,8/6/2022 23:30,,,,,,,,,0.010648,0.251581,0.1664749,0.5535178,0.4807719,-0.0016262
3,8/6/2022 23:40,,,,,,,,,0.0289347,0.1844151,0.2209443,0.3660021,0.4858103,-0.0015944
3,8/6/2022 23:50,,,,,,,,,0.0219146,0.2418537,0.1818703,0.5278483,0.4625743,-0.0016398
3,9/6/2022 0:00,,,,,,,,,0.0298022,0.2509031,0.1869439,0.4870607,0.2593036,-0.0016241
3,9/6/2022 0:10,,,,,,,,,0.0167229,0.2059307,0.1909513,0.4647394,0.3620308,-0.0017365
3,9/6/2022 0:20,,,,,,,,,0.0205404,0.1764452,0.2079582,0.3687166,0.4621458,-0.0018626
3,9/6/2022 0:30,,,,,,,,,1.9234773,0.2477406,0.2492805,0.526372,0.4727234,-0.0011608
3,9/6/2022 0:40,,,,,,,,,2.1314636,0.2680805,0.2485003,0.521512,0.4872149,-0.0010929
3,9/6/2022 0:50,,,,,,,,,0.0408392,0.115236,0.1254491,0.2696551,0.1667911,-0.00188
3,9/6/2022 1:00,,,,,,,,,0.0290388,0.1790983,0.1138167,0.4471196,0.4330992,-0.001893
3,9/6/2022 1:10,,,,,,,,,0.0000905,0.1355897,0.1843581,0.4862577,0.4693463,-0.001911
3,9/6/2022 1:20,,,,,,,,,0.0313473,0.1278349,0.2462338,0.5032277,0.4782551,-0.0019012
3,9/6/2022 1:30,,,,,,,,,-0.0001705,0.1022301,0.1753235,0.4124058,0.4678013,-0.0018579
3,9/6/2022 1:40,,,,,,,,,-0.0001408,0.1603619,0.2023065,0.4523108,0.4807611,-0.001986
3,9/6/2022 1:50,,,,,,,,,0.0324373,0.1760387,0.1904227,0.4935789,0.506601,-0.0017192
3,9/6/2022 2:00,,,,,,,,,4.0963227,0.1287564,0.1684814,0.2115032,0.2889715,-0.0003519
3,9/6/2022 2:10,,,,,,,,,0.7139087,0.2155171,0.1651936,0.5146034,0.3135805,-0.0006665
3,9/6/2022 2:20,,,,,,,,,0.0501205,0.168808,0.2638156,0.4684217,0.5182022,-0.0001145
3,9/6/2022 2:30,,,,,,,,,0.0356939,0.2166698,0.251943,0.4761219,0.5062863,-0.0014518
3,9/6/2022 2:40,,,,,,,,,0.0518002,0.1973843,0.2304059,0.4713771,0.4696512,-0.0014401
3,9/6/2022 2:50,,,,,,,,,0.0491748,0.2573016,0.1474068,0.5235218,0.4636669,-0.0017768
3,9/6/2022 3:00,,,,,,,,,0.0474375,0.1667426,0.231572,0.4799677,0.4770115,-0.0018101
3,9/6/2022 3:10,,,,,,,,,0.0422464,0.2098482,0.2361666,0.4722426,0.4937407,-0.0017379
3,9/6/2022 3:20,,,,,,,,,0.0617049,0.2388246,0.1640312,0.515735,0.4619956,-0.0038141
3,9/6/2022 3:30,,,,,,,,,0.0326384,0.2519059,0.2056749,0.5055694,0.4744605,-0.0066229
3,9/6/2022 3:40,,,,,,,,,4.3082969,0.2371251,0.2493003,0.5001696,0.4991339,-0.0064259
3,9/6/2022 3:50,,,,,,,,,1.764637,0.2080098,0.2204369,0.4380188,0.4841751,-0.0065901
3,9/6/2022 4:00,,,,,,,,,0.0425089,0.2125382,0.2465117,0.4980508,0.435667,0.0024994
3,9/6/2022 4:10,,,,,,,,,0.0503874,0.1854874,0.1578543,0.4590205,0.3168672,-0.0064939
3,9/6/2022 4:20,,,,,,,,,0.0418371,0.2258195,0.2356394,0.4764783,0.5020875,-0.0065621
3,9/6/2022 4:30,,,,,,,,,0.0489693,0.2441307,0.1851544,0.5329055,0.418489,-0.0044897
3,9/6/2022 4:40,,,,,,,,,0.048313,0.2092072,0.2790492,0.4800024,0.5184654,-0.0017213
3,9/6/2022 4:50,,,,,,,,,0.0405239,0.2456007,0.2440909,0.5331831,0.505679,0.0957081
3,9/6/2022 5:00,,,,,,,,,3.7643313,0.1834737,0.1976057,0.4946044,0.4745091,0.1286995
3,9/6/2022 5:10,,,,,,,,,4.3447524,0.2595306,0.2574293,0.5174435,0.4803742,0.1282927
3,9/6/2022 5:20,,,,,,,,,1.5870268,0.2069163,0.2349194,0.4880785,0.5096868,0.1285608
3,9/6/2022 5:30,,,,,,,,,0.0542829,0.1779461,0.2311813,0.488678,0.4855509,0.128681
3,9/6/2022 5:40,,,,,,,,,0.0275463,0.1924361,0.2097943,0.4856091,0.3962598,0.1285531
3,9/6/2022 5:50,,,,,,,,,0.0333582,0.1981538,0.1668626,0.5040381,0.3636179,0.1285007
3,9/6/2022 6:00,,,,,,,,,0.0722612,0.2712318,0.2192231,0.5132526,0.4827321,0.1285789
3,9/6/2022 6:10,,,,,,,,,0.0392001,0.1772945,0.1525168,0.4717322,0.4288826,0.1286007
3,9/6/2022 6:20,,,,,,,,,0.0503967,0.1793195,0.2115795,0.4816136,0.4351943,0.1287203
3,9/6/2022 6:30,,,,,,,,,1.3422798,0.2011332,0.2221241,0.3859698,0.4288887,0.1285316
3,9/6/2022 6:40,,,,,,,,,4.5686845,0.1487927,0.2156714,0.2587847,0.4571153,0.1283445
3,9/6/2022 6:50,,,,,,,,,4.3566118,0.0609258,0.1948691,0.0359761,0.4024272,0.1278898
3,9/6/2022 7:00,,,,,,,,,1.0081287,0.0565042,0.1855681,0.0180031,0.359557,0.1285937
3,9/6/2022 7:10,,,,,,,,,0.0298581,0.1354997,0.1217391,0.3329102,0.3012584,0.1284071
3,9/6/2022 7:20,,,,,,,,,0.0303576,0.1918595,0.1789176,0.3455425,0.4671437,0.1284471
3,9/6/2022 7:30,,,,,,,,,0.0592291,0.2500096,0.1767442,0.4929476,0.3975601,0.128629
3,9/6/2022 7:40,,,,,,,,,0.0366514,0.2391886,0.1682262,0.4962273,0.3780531,0.128509
3,9/6/2022 7:50,,,,,,,,,0.0446371,0.179586,0.1256449,0.4452824,0.2295119,0.1284613
3,9/6/2022 8:00,,,,,,,,,0.0211302,0.2333323,0.1730406,0.3801197,0.3408534,0.1285579
3,9/6/2022 8:10,,,,,,,,,0.0426375,0.2062233,0.1925427,0.3705963,0.4508877,0.1287195
3,9/6/2022 8:20,,,,,,,,,6.6177251,0.1285714,0.2348056,0.9654273,0.5724158,0.1295191
3,9/6/2022 8:30,,,,,,,,,2.0887445,0.1464793,0.1688769,0.4768543,0.5159449,0.1291846
3,9/6/2022 8:40,,,,,,,,,1.4314585,0.1570695,0.1338128,0.2960999,0.2195292,0.1290092
3,9/6/2022 8:50,,,,,,,,,1.5083473,0.2381156,0.2282645,0.4732907,0.4783156,0.1292679
3,9/6/2022 9:00,,,,,,,,,2.7049408,0.224819,0.2405305,0.4144353,0.4954537,0.1292486
3,9/6/2022 9:10,,,,,,,,,1.2731544,0.2606924,0.2426371,0.504778,0.5025289,0.1285673
3,9/6/2022 9:20,,,,,,,,,1.8745852,0.3331923,0.2121541,0.5334609,0.4671855,0.128953
3,9/6/2022 9:30,,,,,,,,,1.704292,0.2420007,0.2026175,0.3489244,0.3209881,0.128455
3,9/6/2022 9:40,,,,,,,,,0.8790116,0.2336507,0.1982258,0.4395821,0.4675914,0.1286604
3,9/6/2022 9:50,,,,,,,,,2.0469487,0.2461086,0.1856706,0.515459,0.4067747,0.1287371
3,9/6/2022 10:00,,,,,,,,,1.5894736,0.2052252,0.2150608,0.4915377,0.3169197,0.1284457
3,9/6/2022 10:10,,,,,,,,,1.3842066,0.2169626,0.2556719,0.4825612,0.4900517,0.1285663
3,9/6/2022 10:20,,,,,,,,,2.0964971,0.2080091,0.2307992,0.4990066,0.4730071,0.1283777
3,9/6/2022 10:30,,,,,,,,,2.5797698,0.1917272,0.2336957,0.4512891,0.4928823,0.1285339
3,9/6/2022 10:40,,,,,,,,,1.2390065,0.1403311,0.1619617,0.3561101,0.4230711,0.128442
3,9/6/2022 10:50,,,,,,,,,4.11286,0.2524738,0.2404053,0.5168727,0.4726997,0.1287246
3,9/6/2022 11:00,,,,,,,,,4.1762415,0.2180946,0.2170627,0.4453572,0.504494,0.1285038
3,9/6/2022 11:10,,,,,,,,,4.0512535,0.151191,0.2068414,0.4222782,0.3632784,0.1285106
3,9/6/2022 11:20,,,,,,,,,3.8778939,0.2523984,0.2075856,0.5052751,0.4580288,0.1282673
3,9/6/2022 11:30,,,,,,,,,3.7278993,0.2498202,0.1354698,0.4880264,0.2225333,0.1284238
3,9/6/2022 11:40,,,,,,,,,0.8751608,0.2282739,0.2892517,0.4870955,0.5276207,0.1285352
3,9/6/2022 11:50,,,,,,,,,0.0155915,0.2020894,0.1404372,0.5044876,0.1880028,0.1283647
3,9/6/2022 12:00,,,,,,,,,0.8963557,0.1602665,0.2277433,0.4769762,0.4331329,0.1283916
3,9/6/2022 12:10,,,,,,,,,3.5481312,0.1866602,0.1034508,0.4983739,0.1552445,0.1281545
3,9/6/2022 12:20,,,,,,,,,1.0659989,0.2097861,0.152664,0.4795486,0.3462339,0.1285201
3,9/6/2022 12:30,,,,,,,,,0.0149493,0.1838193,0.0582152,0.3771797,0.013,0.1285045
3,9/6/2022 12:40,,,,,,,,,0.0053704,0.1668787,0.1097774,0.3557627,0.158217,0.12846
3,9/6/2022 12:50,,,,,,,,,0.4034782,0.1721437,0.106032,0.2853017,0.1927254,0.1285538
3,9/6/2022 13:00,,,,,,,,,1.3986182,0.1680813,0.0677586,0.2778685,0.036617,0.1285916
3,9/6/2022 13:10,,,,,,,,,0.0085552,0.0643893,0.1821292,0.0562298,0.3150513,0.1286017
3,9/6/2022 13:20,,,,,,,,,0.0070301,0.0704655,0.1418941,0.0637403,0.2148907,0.1284115
3,9/6/2022 13:30,,,,,,,,,0.2966779,0.2278464,0.1239092,0.5218882,0.1831067,0.1271972
3,9/6/2022 13:40,,,,,,,,,4.2637674,0.1059071,0.1748976,0.1688903,0.4584628,0.1269648
3,9/6/2022 13:50,,,,,,,,,0.0098208,0.1233819,0.1235301,0.2647624,0.3440769,0.128624
3,9/6/2022 14:00,,,,,,,,,1.5594161,0.1044181,0.0702098,0.1699127,0.0412364,0.1286339
3,9/6/2022 14:10,,,,,,,,,0.002917,0.0533719,0.1556609,0.0166913,0.2770235,0.1286571
3,9/6/2022 14:20,,,,,,,,,0.0068113,0.0683645,0.0968833,0.063251,0.114436,0.1290878
3,9/6/2022 14:30,,,,,,,,,-0.0003199,0.1695557,0.0678541,0.4869458,0.0294012,0.128412
3,9/6/2022 14:40,,,,,,,,,0.0187968,0.2690177,0.2216137,0.4896533,0.4581304,0.1285651
3,9/6/2022 14:50,,,,,,,,,3.891804,0.1911301,0.2356392,0.4620779,0.4322611,0.0900933
3,9/6/2022 15:00,,,,,,,,,2.4752686,0.1652415,0.1502685,0.35215,0.446658,-0.0019229
3,9/6/2022 15:10,,,,,,,,,0.0177583,0.2290516,0.2453955,0.4235173,0.498288,-0.00143
3,9/6/2022 15:20,,,,,,,,,3.7793744,0.2213301,0.2249823,0.4873442,0.4844057,-0.0019076
3,9/6/2022 15:30,,,,,,,,,0.3581575,0.201455,0.0973449,0.4607618,0.4355299,-0.0020328
3,9/6/2022 15:40,,,,,,,,,2.0730904,0.1979432,0.2098365,0.4955422,0.4583811,-0.0020647
3,9/6/2022 15:50,,,,,,,,,2.2974677,0.2091962,0.2383268,0.4953928,0.4947909,-0.0022197
3,9/6/2022 16:00,,,,,,,,,2.1068568,0.1807358,0.2230202,0.3886316,0.4391874,-0.0020052
3,9/6/2022 16:10,,,,,,,,,3.3004645,0.1521798,0.1593539,0.2395297,0.329015,-0.0021124
3,9/6/2022 16:20,,,,,,,,,0.0076148,0.213819,0.1817575,0.4699809,0.3978881,-0.0019118
3,9/6/2022 16:30,,,,,,,,,0.0156678,0.0939496,0.2626328,0.4944554,0.4711227,-0.0020275
3,9/6/2022 16:40,,,,,,,,,3.7723545,0.1340197,0.1978316,0.4761117,0.4852475,-0.0019344
3,9/6/2022 16:50,,,,,,,,,0.0101713,0.2236235,0.2491333,0.5103913,0.4895469,-0.0020211
3,9/6/2022 17:00,,,,,,,,,0.0074562,0.1066109,0.2096989,0.1419242,0.4667389,-0.0021137
3,9/6/2022 17:10,,,,,,,,,0.002633,0.1975221,0.175595,0.4827754,0.4184834,-0.0020784
3,9/6/2022 17:20,,,,,,,,,3.2312147,0.2245752,0.1464008,0.5221019,0.5409722,-0.0013074
3,9/6/2022 17:30,,,,,,,,,1.6724215,0.2086552,0.2727606,0.4780986,0.4901877,-0.000215
3,9/6/2022 17:40,,,,,,,,,2.1439609,0.19938,0.1764287,0.4929977,0.4509087,-0.0002012
3,9/6/2022 17:50,,,,,,,,,3.5233831,0.2649629,0.2467549,0.5159066,0.4820924,-0.001963
3,9/6/2022 18:00,,,,,,,,,0.0181002,0.2077652,0.2700512,0.4786976,0.5127772,-0.00197
3,9/6/2022 18:10,,,,,,,,,0.0195153,0.2417625,0.1820408,0.4908836,0.4583172,-0.0015247
3,9/6/2022 18:20,,,,,,,,,3.7161177,0.191915,0.2056456,0.4376313,0.4174683,-0.0018848
3,9/6/2022 18:30,,,,,,,,,4.5652884,0.2021639,0.2028079,0.4500801,0.490595,-0.0047639
3,9/6/2022 18:40,,,,,,,,,1.6057025,0.1988395,0.2199267,0.4814974,0.4754269,-0.0065693
3,9/6/2022 18:50,,,,,,,,,0.0200047,0.1742471,0.2480607,0.47624,0.5222919,-0.0068328
3,9/6/2022 19:00,,,,,,,,,0.84856,0.2046647,0.202884,0.4875539,0.487234,-0.006927
3,9/6/2022 19:10,,,,,,,,,4.5980481,0.2814417,0.2561647,0.5105791,0.5087002,-0.0066419
3,9/6/2022 19:20,,,,,,,,,4.5506171,0.1326681,0.2119629,0.4700457,0.4861543,-0.006935
3,9/6/2022 19:30,,,,,,,,,4.5490645,0.2707922,0.2360037,0.5214236,0.4974971,-0.0058168
3,9/6/2022 19:40,,,,,,,,,1.5782048,0.1706166,0.195169,0.4836629,0.4664393,-0.0021579
3,9/6/2022 19:50,,,,,,,,,0.0196054,0.1844766,0.2894921,0.4521334,0.5257911,-0.0020648
3,9/6/2022 20:00,,,,,,,,,0.0190814,0.170135,0.2853554,0.4788518,0.490153,-0.0019011
3,9/6/2022 20:10,,,,,,,,,2.2652679,0.1814011,0.2218299,0.4011823,0.4826504,-0.0021315
3,9/6/2022 20:20,,,,,,,,,4.6730007,0.2471823,0.1873438,0.5100068,0.4797825,-0.002138
3,9/6/2022 20:30,,,,,,,,,4.3134272,0.0842025,0.1910837,0.0717657,0.4678355,-0.002398
3,9/6/2022 20:40,,,,,,,,,0.0188878,0.1659332,0.1957631,0.3362479,0.3800623,-0.0017173
3,9/6/2022 20:50,,,,,,,,,0.2864128,0.2423247,0.2386975,0.5165378,0.4530535,-0.0016773
3,9/6/2022 21:00,,,,,,,,,3.6608405,0.2110757,0.164377,0.4681699,0.4691122,-0.0021121
3,9/6/2022 21:10,,,,,,,,,0.0161878,0.1560532,0.1965807,0.3775725,0.4774015,-0.0016326
3,9/6/2022 21:20,,,,,,,,,0.031898,0.2409368,0.2169231,0.515097,0.3579061,-0.001745
3,9/6/2022 21:30,,,,,,,,,0.0131034,0.2847551,0.2110779,0.5203111,0.4486377,-0.0016655
3,9/6/2022 21:40,,,,,,,,,3.6969514,0.191988,0.1911334,0.4918712,0.4700358,-0.0020713
3,9/6/2022 21:50,,,,,,,,,5.1585472,0.1990439,0.1603177,0.4666145,0.2884908,-0.0020965
3,9/6/2022 22:00,,,,,,,,,0.9143793,0.2546069,0.1874465,0.5231033,0.453162,-0.0015983
3,9/6/2022 22:10,,,,,,,,,0.0323104,0.237291,0.265966,0.4813246,0.5144935,-0.0016819
3,9/6/2022 22:20,,,,,,,,,0.0197824,0.2203598,0.2071426,0.5134149,0.4682963,-0.0017121
3,9/6/2022 22:30,,,,,,,,,3.6808794,0.197714,0.1988623,0.4706042,0.4893498,-0.0019829
3,9/6/2022 22:40,,,,,,,,,5.0425611,0.0865125,0.2282876,0.0803758,0.5047115,-0.0018339
3,9/6/2022 22:50,,,,,,,,,5.1913825,0.2326473,0.188289,0.5013665,0.4788659,-0.0019583
3,9/6/2022 23:00,,,,,,,,,0.0203572,0.1451411,0.1362308,0.3216408,0.4192122,-0.0019073
3,9/6/2022 23:10,,,,,,,,,-0.00004,0.152901,0.2456237,0.9072942,0.5653177,-0.001802
3,9/6/2022 23:20,,,,,,,,,-0.0001407,0.1594301,0.1511973,0.5829791,0.5580848,-0.0020506
3,9/6/2022 23:30,,,,,,,,,0.0092832,0.1910686,0.2095885,0.4895498,0.4958862,-0.0017351
3,9/6/2022 23:40,,,,,,,,,0.0122144,0.212029,0.1736168,0.5063783,0.4769738,-0.0019185
3,9/6/2022 23:50,,,,,,,,,1.2487899,0.1690432,0.245527,0.4733472,0.4996972,-0.0013944
3,10/6/2022 0:00,,,,,,,,,4.2267193,0.1977377,0.2718599,0.4693706,0.4833191,-0.0012566
3,10/6/2022 0:10,,,,,,,,,5.0919971,0.2075346,0.1699535,0.4963263,0.4769483,-0.0020849
3,10/6/2022 0:20,,,,,,,,,1.1118256,0.1929822,0.2014252,0.4813286,0.4887855,-0.0018629
3,10/6/2022 0:30,,,,,,,,,0.0231311,0.2600818,0.2349153,0.4918639,0.5005311,-0.001814
3,10/6/2022 0:40,,,,,,,,,2.1628873,0.241791,0.0951443,0.5008331,0.1102727,-0.0017627
3,10/6/2022 0:50,,,,,,,,,5.1111504,0.2093975,0.1256089,0.4770609,0.183672,-0.0020336
3,10/6/2022 1:00,,,,,,,,,5.0346482,0.2244084,0.2309946,0.5379595,0.4711099,-0.0018028
3,10/6/2022 1:10,,,,,,,,,2.0401343,0.1558555,0.135092,0.4766999,0.4596602,-0.0020089
3,10/6/2022 1:20,,,,,,,,,0.0147549,0.0796576,0.1001397,0.4786887,0.4503793,-0.0021262
3,10/6/2022 1:30,,,,,,,,,0.0084611,0.0953582,0.2248293,0.4694954,0.484263,-0.0017183
3,10/6/2022 1:40,,,,,,,,,0.0086951,0.1906865,0.1742887,0.53957,0.474606,-0.001921
3,10/6/2022 1:50,,,,,,,,,0.0086168,0.1829169,0.138676,0.4970738,0.4750799,-0.0018633
3,10/6/2022 2:00,,,,,,,,,0.0113263,0.2178571,0.1881402,0.4797223,0.5126355,-0.0015692
3,10/6/2022 2:10,,,,,,,,,3.2129243,0.2406195,0.2244663,0.5287093,0.4985929,-0.0019144
3,10/6/2022 2:20,,,,,,,,,4.9724762,0.2203475,0.254535,0.485852,0.4825465,-0.0014677
3,10/6/2022 2:30,,,,,,,,,2.3632474,0.2093135,0.2265676,0.4982453,0.5018726,-0.0000952
3,10/6/2022 2:40,,,,,,,,,0.026118,0.2528438,0.2124349,0.4927695,0.4764212,-0.0002683
3,10/6/2022 2:50,,,,,,,,,0.0214192,0.2109481,0.2195186,0.4871344,0.4725084,-0.0015
3,10/6/2022 3:00,,,,,,,,,0.0248252,0.1744371,0.2793131,0.4800636,0.518053,-0.0011121
3,10/6/2022 3:10,,,,,,,,,4.59748,0.2618078,0.1793928,0.5030832,0.4717337,-0.0016002
3,10/6/2022 3:20,,,,,,,,,4.8818032,0.1733044,0.2343013,0.4862653,0.5017639,-0.0015045
3,10/6/2022 3:30,,,,,,,,,2.864543,0.2885894,0.1781911,0.5357249,0.4684059,-0.0064223
3,10/6/2022 3:40,,,,,,,,,0.0169731,0.2029464,0.1676958,0.507672,0.4787138,-0.0065214
3,10/6/2022 3:50,,,,,,,,,0.0210166,0.2105468,0.2247378,0.4969154,0.505184,-0.0066295
3,10/6/2022 4:00,,,,,,,,,0.029528,0.1519555,0.2645903,0.4580847,0.5003474,0.0025857
3,10/6/2022 4:10,,,,,,,,,0.0086253,0.2531082,0.1757344,0.4777998,0.4685419,-0.0066052
3,10/6/2022 4:20,,,,,,,,,4.8973788,0.1783782,0.2851284,0.4391229,0.5037617,-0.0048271
3,10/6/2022 4:30,,,,,,,,,4.8199127,0.1960965,0.2081549,0.4365817,0.4707239,-0.0019214
3,10/6/2022 4:40,,,,,,,,,4.0082993,0.3096189,0.2264403,0.5418622,0.5023614,0.1201237
3,10/6/2022 4:50,,,,,,,,,0.019586,0.2522266,0.2713401,0.5112151,0.4842444,0.1285373
3,10/6/2022 5:00,,,,,,,,,0.0128679,0.1579279,0.2497663,0.4176635,0.5006335,0.1269352
3,10/6/2022 5:10,,,,,,,,,0.0234765,0.2036513,0.2511834,0.38516,0.4794257,0.1266005
3,10/6/2022 5:20,,,,,,,,,0.0146342,0.2120236,0.2004698,0.4622471,0.484768,0.1286125
3,10/6/2022 5:30,,,,,,,,,2.684375,0.1854579,0.1721338,0.3666315,0.3265428,0.1273955
3,10/6/2022 5:40,,,,,,,,,4.4216126,0.2177356,0.2522625,0.5193008,0.4972604,0.1286404
3,10/6/2022 5:50,,,,,,,,,4.4532109,0.1825993,0.2683248,0.4881805,0.5269778,0.1213785
3,10/6/2022 6:00,,,,,,,,,0.7298453,0.2438757,0.1867021,0.4731789,0.4024966,0.1191586
3,10/6/2022 6:10,,,,,,,,,0.0178894,0.1058461,0.2343136,0.2105104,0.3213626,0.1272626
3,10/6/2022 6:20,,,,,,,,,0.0182142,0.2681494,0.2055481,0.5164382,0.4273724,0.1284217
3,10/6/2022 6:30,,,,,,,,,0.02355,0.1230275,0.2642567,0.333934,0.4913026,0.1284611
3,10/6/2022 6:40,,,,,,,,,0.0180858,0.2459158,0.2249345,0.4488905,0.4583962,0.1285009
3,10/6/2022 6:50,,,,,,,,,0.5616491,0.2265999,0.2116675,0.479644,0.4712588,0.1286888
3,10/6/2022 7:00,,,,,,,,,4.6910613,0.1581885,0.2236713,0.3439653,0.4881341,0.128959
3,10/6/2022 7:10,,,,,,,,,4.682047,0.1446714,0.1680695,0.2537453,0.4638978,0.1283549
3,10/6/2022 7:20,,,,,,,,,2.8769672,0.2512546,0.1024037,0.4816515,0.2853598,0.128655
3,10/6/2022 7:30,,,,,,,,,0.0179841,0.188661,0.2135902,0.4749874,0.4397802,0.1287426
3,10/6/2022 7:40,,,,,,,,,0.0182856,0.1850624,0.1891539,0.4442662,0.4623173,0.1282088
3,10/6/2022 7:50,,,,,,,,,0.0225198,0.2145742,0.1771535,0.4433701,0.4335378,0.1280158
3,10/6/2022 8:00,,,,,,,,,0.032049,0.2318582,0.2458078,0.4798369,0.4930772,0.1259475
3,10/6/2022 8:10,,,,,,,,,2.7884401,0.2334974,0.2112847,0.5142247,0.4160136,0.1231428
3,10/6/2022 8:20,,,,,,,,,5.4906264,0.1167775,0.1616493,0.253221,0.4321319,0.1224864
3,10/6/2022 8:30,,,,,,,,,5.5379951,0.2389016,0.1020898,0.5039447,0.1965078,0.1148387
3,10/6/2022 8:40,,,,,,,,,3.701554,0.2399424,0.05709,0.4775205,0.0099866,0.1218409
3,10/6/2022 8:50,,,,,,,,,0.015422,0.2933688,0.0601771,0.5300466,0.008574,0.1249382
3,10/6/2022 9:00,,,,,,,,,0.0127935,0.2504076,0.1559429,0.4970308,0.2812688,0.1276363
